<aarhus:FastEthernet0/0, copenhagen:FastEthernet0/0>
<auburn:FastEthernet0/1, opelika:FastEthernet0/0>
<augusta:FastEthernet0/0, athens:FastEthernet0/1>
<augusta:FastEthernet0/1, columbia:FastEthernet0/0>
<augusta:FastEthernet1/0, savannah:FastEthernet0/0>
<austin:FastEthernet0/0, bryan:FastEthernet0/0>
<austin:FastEthernet0/1, santtmarcos:FastEthernet0/0>
<barcelona:FastEthernet0/0, nodeidg79:FastEthernet0/0>
<barcelona:FastEthernet0/1, valencia:FastEthernet0/0>
<bari:FastEthernet0/0, rome:FastEthernet0/0>
<basel:FastEthernet0/0, nodeidg73:FastEthernet0/0>
<basel:FastEthernet0/1, strasbourg:FastEthernet0/0>
<basel:FastEthernet1/0, zurich:FastEthernet0/0>
<batonttrouge:FastEthernet0/0, lafayette:FastEthernet0/1>
<batonttrouge:FastEthernet0/1, newttorleans:FastEthernet0/0>
<beaufort:FastEthernet0/0, nodeidh102:FastEthernet0/0>
<beaumont:FastEthernet0/0, houston:FastEthernet0/0>
<beaumont:FastEthernet0/1, lakettcharles:FastEthernet0/0>
<bergamo:FastEthernet0/0, brescia:FastEthernet0/0>
<bergamo:FastEthernet0/1, milan:FastEthernet0/0>
<berlin:FastEthernet0/0, dresden:FastEthernet0/0>
<berlin:FastEthernet0/1, nodeidg60:FastEthernet0/0>
<berlin:FastEthernet1/0, potsdam:FastEthernet0/0>
<berlin:FastEthernet1/1, rostock:FastEthernet0/0>
<berlin:FastEthernet2/0, warsaw:FastEthernet0/0>
<bern:FastEthernet0/0, nodeidg73:FastEthernet0/1>
<bielbienne:FastEthernet0/0, nodeidg73:FastEthernet1/0>
<biella:FastEthernet0/0, milan:FastEthernet0/1>
<birmingham:FastEthernet0/0, bristol:FastEthernet0/0>
<birmingham:FastEthernet0/1, manchester:FastEthernet0/0>
<birminghamidh54:FastEthernet0/0, anniston:FastEthernet0/1>
<birminghamidh54:FastEthernet0/1, arab:FastEthernet0/0>
<birminghamidh54:FastEthernet1/0, montgomery:FastEthernet0/0>
<birminghamidh54:FastEthernet1/1, nodeidh111:FastEthernet0/1>
<birminghamidh54:FastEthernet2/0, tuscaloosa:FastEthernet0/0>
<boblingen:FastEthernet0/0, stuttgart:FastEthernet0/0>
<bologna:FastEthernet0/0, firenze:FastEthernet0/0>
<bologna:FastEthernet0/1, modena:FastEthernet0/0>
<bordeaux:FastEthernet0/0, madrid:FastEthernet0/0>
<bordeaux:FastEthernet0/1, nantes:FastEthernet0/0>
<bordeaux:FastEthernet1/0, toulouse:FastEthernet0/0>
<borgomanero:FastEthernet0/0, milan:FastEthernet1/0>
<boston:FastEthernet0/0, chicago:FastEthernet0/0>
<boston:FastEthernet0/1, london:FastEthernet0/0>
<bratislava:FastEthernet0/0, budapest:FastEthernet0/0>
<bratislava:FastEthernet0/1, vienna:FastEthernet0/0>
<breda:FastEthernet0/0, denttbosch:FastEthernet0/0>
<bremen:FastEthernet0/0, hamburg:FastEthernet0/1>
<brescia:FastEthernet0/0, bergamo:FastEthernet0/0>
<brescia:FastEthernet0/1, verona:FastEthernet0/0>
<brindisi:FastEthernet0/0, rome:FastEthernet0/1>
<bristol:FastEthernet0/0, birmingham:FastEthernet0/0>
<bristol:FastEthernet0/1, dublin:FastEthernet0/0>
<bristol:FastEthernet1/0, reading:FastEthernet0/0>
<brussels:FastEthernet0/0, anderlecht:FastEthernet0/0>
<brussels:FastEthernet0/1, antwerp:FastEthernet0/0>
<brussels:FastEthernet1/0, charleroi:FastEthernet0/0>
<brussels:FastEthernet1/1, evere:FastEthernet0/0>
<brussels:FastEthernet2/0, ghent:FastEthernet0/0>
<brussels:FastEthernet2/1, kortnijk:FastEthernet0/0>
<brussels:FastEthernet3/0, leuven:FastEthernet0/0>
<brussels:FastEthernet3/1, liege:FastEthernet0/0>
<brussels:FastEthernet4/0, london:FastEthernet0/1>
<brussels:FastEthernet4/1, luxembourg:FastEthernet0/0>
<brussels:FastEthernet5/0, mons:FastEthernet0/0>
<bryan:FastEthernet0/0, austin:FastEthernet0/0>
<bryan:FastEthernet0/1, waco:FastEthernet0/0>
<bucharest:FastEthernet0/0, budapest:FastEthernet0/1>
<budapest:FastEthernet0/0, bratislava:FastEthernet0/0>
<budapest:FastEthernet0/1, bucharest:FastEthernet0/0>
<budapest:FastEthernet1/0, vienna:FastEthernet0/1>
<cagliari:FastEthernet0/0, rome:FastEthernet1/0>
<catania:FastEthernet0/0, rome:FastEthernet1/1>
<charleroi:FastEthernet0/0, brussels:FastEthernet1/0>
<charleston:FastEthernet0/0, myrtlettbeach:FastEthernet0/0>
<charleston:FastEthernet0/1, nodeidh100:FastEthernet0/0>
<charleston:FastEthernet1/0, nodeidh103:FastEthernet0/0>
<charleston:FastEthernet1/1, savannah:FastEthernet0/1>
<charlotte:FastEthernet0/0, columbia:FastEthernet0/1>
<charlotte:FastEthernet0/1, greenville:FastEthernet1/0>
<charlotte:FastEthernet1/0, hickory:FastEthernet0/0>
<charlotte:FastEthernet1/1, lexington:FastEthernet0/0>
<charlotte:FastEthernet2/0, nodeidh99:FastEthernet0/0>
<charlotte:FastEthernet2/1, raleigh:FastEthernet0/0>
<charlotte:FastEthernet3/0, winstondashsalem:FastEthernet0/0>
<chattanooga:FastEthernet0/0, atlanta:FastEthernet0/1>
<chattanooga:FastEthernet0/1, nashville:FastEthernet0/0>
<chiasso:FastEthernet0/0, como:FastEthernet0/0>
<chiasso:FastEthernet0/1, lugano:FastEthernet0/0>
<chicago:FastEthernet0/0, boston:FastEthernet0/0>
<cocoattbeach:FastEthernet0/0, daytonattbeach:FastEthernet0/0>
<cocoattbeach:FastEthernet0/1, melbourne:FastEthernet0/0>
<cocoattbeach:FastEthernet1/0, orlando:FastEthernet0/0>
<cologne:FastEthernet0/0, dusseldorf:FastEthernet0/1>
<cologne:FastEthernet0/1, frankfurt:FastEthernet0/0>
<columbia:FastEthernet0/0, augusta:FastEthernet0/1>
<columbia:FastEthernet0/1, charlotte:FastEthernet0/0>
<columbia:FastEthernet1/0, orangeburg:FastEthernet0/0>
<columbia:FastEthernet1/1, sumter:FastEthernet0/0>
<como:FastEthernet0/0, chiasso:FastEthernet0/0>
<como:FastEthernet0/1, milan:FastEthernet1/1>
<copenhagen:FastEthernet0/0, aarhus:FastEthernet0/0>
<copenhagen:FastEthernet0/1, gothenburg:FastEthernet0/0>
<copenhagen:FastEthernet1/0, hamburg:FastEthernet1/0>
<copenhagen:FastEthernet1/1, malmo:FastEthernet0/0>
<copenhagen:FastEthernet2/0, stockholm:FastEthernet0/0>
<crestview:FastEthernet0/0, panamattcity:FastEthernet0/0>
<crestview:FastEthernet0/1, pensacola:FastEthernet0/0>
<crestview:FastEthernet1/0, tallahassee:FastEthernet1/0>
<cuneo:FastEthernet0/0, turin:FastEthernet0/0>
<dallas:FastEthernet0/0, houston:FastEthernet0/1>
<dallas:FastEthernet0/1, waco:FastEthernet0/1>
<dallas:FastEthernet1/0, intview:FastEthernet0/0>
<daytonattbeach:FastEthernet0/0, cocoattbeach:FastEthernet0/0>
<daytonattbeach:FastEthernet0/1, jacksonville:FastEthernet0/0>
<daytonattbeach:FastEthernet1/0, nodeidh85:FastEthernet0/0>
<daytonattbeach:FastEthernet1/1, sauntttaugustine:FastEthernet0/0>
<denttbosch:FastEthernet0/0, breda:FastEthernet0/0>
<denttbosch:FastEthernet0/1, eindhoven:FastEthernet0/0>
<denttbosch:FastEthernet1/0, rotterdam:FastEthernet0/0>
<denttbosch:FastEthernet1/1, utrecht:FastEthernet0/0>
<dijon:FastEthernet0/0, lyon:FastEthernet0/0>
<dortmund:FastEthernet0/0, essen:FastEthernet0/0>
<dortmund:FastEthernet0/1, wuppertal:FastEthernet0/0>
<dothan:FastEthernet0/0, montgomery:FastEthernet0/1>
<dothan:FastEthernet0/1, panamattcity:FastEthernet0/1>
<dothan:FastEthernet1/0, rostock:FastEthernet0/1>
<dresden:FastEthernet0/0, berlin:FastEthernet0/0>
<dresden:FastEthernet0/1, leipzig:FastEthernet0/0>
<dresden:FastEthernet1/0, prague:FastEthernet0/0>
<dublin:FastEthernet0/0, bristol:FastEthernet0/1>
<dublin:FastEthernet0/1, london:FastEthernet1/0>
<durham:FastEthernet0/0, greensboro:FastEthernet0/0>
<durham:FastEthernet0/1, raleigh:FastEthernet0/1>
<dusseldorf:FastEthernet0/0, amsterdam:FastEthernet0/1>
<dusseldorf:FastEthernet0/1, cologne:FastEthernet0/0>
<dusseldorf:FastEthernet1/0, essen:FastEthernet0/1>
<dusseldorf:FastEthernet1/1, neuss:FastEthernet0/0>
<dusseldorf:FastEthernet2/0, wuppertal:FastEthernet0/1>
<eindhoven:FastEthernet0/0, denttbosch:FastEthernet0/1>
<erding:FastEthernet0/0, munich:FastEthernet0/0>
<essen:FastEthernet0/0, dortmund:FastEthernet0/0>
<essen:FastEthernet0/1, dusseldorf:FastEthernet1/0>
<essen:FastEthernet1/0, hamburg:FastEthernet1/1>
<esslingen:FastEthernet0/0, stuttgart:FastEthernet0/1>
<evere:FastEthernet0/0, brussels:FastEthernet1/1>
<fayatteville:FastEthernet0/0, florence:FastEthernet0/0>
<fayatteville:FastEthernet0/1, raleigh:FastEthernet1/0>
<fayatteville:FastEthernet1/0, wilmington:FastEthernet0/0>
<firenze:FastEthernet0/0, bologna:FastEthernet0/0>
<firenze:FastEthernet0/1, genova:FastEthernet0/0>
<firenze:FastEthernet1/0, rome:FastEthernet2/0>
<florence:FastEthernet0/0, fayatteville:FastEthernet0/0>
<florence:FastEthernet0/1, myrtlettbeach:FastEthernet0/1>
<florence:FastEthernet1/0, nodeidh112:FastEthernet0/0>
<florence:FastEthernet1/1, wilmington:FastEthernet0/1>
<fortttlauderdale:FastEthernet0/0, hollywood:FastEthernet0/0>
<fortttlauderdale:FastEthernet0/1, miami:FastEthernet0/0>
<fortttlauderdale:FastEthernet1/0, nodeidh85:FastEthernet0/1>
<fortttlauderdale:FastEthernet1/1, westttpalmttbeach:FastEthernet0/0>
<frankfurt:FastEthernet0/0, cologne:FastEthernet0/1>
<frankfurt:FastEthernet0/1, mannheim:FastEthernet0/0>
<ftttmyers:FastEthernet0/0, miami:FastEthernet0/1>
<ftttmyers:FastEthernet0/1, sarasota:FastEthernet0/0>
<gadsden:FastEthernet0/0, anniston:FastEthernet1/0>
<gadsden:FastEthernet0/1, huntsville:FastEthernet0/1>
<gainesville:FastEthernet0/0, lakettcity:FastEthernet0/0>
<gainesville:FastEthernet0/1, ocala:FastEthernet0/0>
<gainesvilleidh15:FastEthernet0/0, atlanta:FastEthernet1/0>
<gainesvilleidh15:FastEthernet0/1, nodeidh97:FastEthernet0/0>
<geneve:FastEthernet0/0, lyon:FastEthernet0/1>
<geneve:FastEthernet0/1, nyon:FastEthernet0/0>
<genova:FastEthernet0/0, firenze:FastEthernet0/1>
<genova:FastEthernet0/1, milan:FastEthernet2/0>
<ghent:FastEthernet0/0, brussels:FastEthernet2/0>
<ghent:FastEthernet0/1, lille:FastEthernet0/0>
<ghent:FastEthernet1/0, ostend:FastEthernet0/0>
<gothenburg:FastEthernet0/0, copenhagen:FastEthernet0/1>
<gothenburg:FastEthernet0/1, oslo:FastEthernet0/0>
<graz:FastEthernet0/0, klagenfurt:FastEthernet0/0>
<graz:FastEthernet0/1, vienna:FastEthernet1/0>
<greensboro:FastEthernet0/0, durham:FastEthernet0/0>
<greensboro:FastEthernet0/1, lexington:FastEthernet0/1>
<greensboro:FastEthernet1/0, winstondashsalem:FastEthernet0/1>
<greenville:FastEthernet0/0, ashville:FastEthernet0/0>
<greenville:FastEthernet0/1, atlanta:FastEthernet1/1>
<greenville:FastEthernet1/0, charlotte:FastEthernet0/1>
<greenville:FastEthernet1/1, nodeidh97:FastEthernet0/1>
<greenville:FastEthernet2/0, sylva:FastEthernet0/1>
<grenoble:FastEthernet0/0, lyon:FastEthernet1/0>
<gulfport:FastEthernet0/0, hattiesburg:FastEthernet0/0>
<gulfport:FastEthernet0/1, mobile:FastEthernet0/0>
<gulfport:FastEthernet1/0, newttorleans:FastEthernet0/1>
<hamburg:FastEthernet0/0, aarhus:FastEthernet0/1>
<hamburg:FastEthernet0/1, bremen:FastEthernet0/0>
<hamburg:FastEthernet1/0, copenhagen:FastEthernet1/0>
<hamburg:FastEthernet1/1, essen:FastEthernet1/0>
<hamburg:FastEthernet2/0, hannover:FastEthernet0/0>
<hamburg:FastEthernet2/1, kolding:FastEthernet0/1>
<hamburg:FastEthernet3/0, rostock:FastEthernet1/0>
<hannover:FastEthernet0/0, hamburg:FastEthernet2/0>
<hannover:FastEthernet0/1, nodeidg60:FastEthernet0/1>
<hattiesburg:FastEthernet0/0, gulfport:FastEthernet0/0>
<hattiesburg:FastEthernet0/1, meridian:FastEthernet0/0>
<helsinki:FastEthernet0/0, stockholm:FastEthernet0/1>
<hickory:FastEthernet0/0, charlotte:FastEthernet1/0>
<hickory:FastEthernet0/1, lexington:FastEthernet1/0>
<hickory:FastEthernet1/0, winstondashsalem:FastEthernet1/0>
<hiltontthead:FastEthernet0/0, nodeidh101:FastEthernet0/0>
<hilversum:FastEthernet0/0, amsterdam:FastEthernet1/0>
<hilversum:FastEthernet0/1, utrecht:FastEthernet0/1>
<hollywood:FastEthernet0/0, fortttlauderdale:FastEthernet0/0>
<hollywood:FastEthernet0/1, miami:FastEthernet1/0>
<hoofddorp:FastEthernet0/0, amsterdam:FastEthernet1/1>
<hoofddorp:FastEthernet0/1, thetthague:FastEthernet0/1>
<houston:FastEthernet0/0, beaumont:FastEthernet0/0>
<houston:FastEthernet0/1, dallas:FastEthernet0/0>
<houston:FastEthernet1/0, santtantonia:FastEthernet0/0>
<huntsville:FastEthernet0/0, arab:FastEthernet0/1>
<huntsville:FastEthernet0/1, gadsden:FastEthernet0/1>
<huntsville:FastEthernet1/0, nashville:FastEthernet0/1>
<innsbruck:FastEthernet0/0, salzburg:FastEthernet0/0>
<intview:FastEthernet0/0, dallas:FastEthernet1/0>
<intview:FastEthernet0/1, shreveport:FastEthernet1/0>
<jackson:FastEthernet0/0, memphis:FastEthernet0/0>
<jackson:FastEthernet0/1, meridian:FastEthernet0/1>
<jackson:FastEthernet1/0, newttorleans:FastEthernet1/0>
<jackson:FastEthernet1/1, pinettbluff:FastEthernet0/0>
<jackson:FastEthernet2/0, vicksburg:FastEthernet0/0>
<jacksonidh91:FastEthernet0/0, memphis:FastEthernet0/1>
<jacksonidh91:FastEthernet0/1, nashville:FastEthernet1/0>
<jacksonville:FastEthernet0/0, daytonattbeach:FastEthernet0/1>
<jacksonville:FastEthernet0/1, lakettcity:FastEthernet0/1>
<jacksonville:FastEthernet1/0, sauntttaugustine:FastEthernet0/1>
<jacksonville:FastEthernet1/1, savannah:FastEthernet1/0>
<karlsruhe:FastEthernet0/0, mannheim:FastEthernet0/1>
<karlsruhe:FastEthernet0/1, strasbourg:FastEthernet0/1>
<karlsruhe:FastEthernet1/0, stuttgart:FastEthernet1/0>
<klagenfurt:FastEthernet0/0, graz:FastEthernet0/0>
<knoxville:FastEthernet0/0, nashville:FastEthernet1/1>
<knoxville:FastEthernet0/1, sylva:FastEthernet1/0>
<kolding:FastEthernet0/0, aarhus:FastEthernet1/0>
<kolding:FastEthernet0/1, hamburg:FastEthernet2/1>
<kortnijk:FastEthernet0/0, brussels:FastEthernet2/1>
<krakov:FastEthernet0/0, prague:FastEthernet0/1>
<krakov:FastEthernet0/1, warsaw:FastEthernet0/1>
<lafayette:FastEthernet0/0, alexandria:FastEthernet0/0>
<lafayette:FastEthernet0/1, batonttrouge:FastEthernet0/0>
<lafayette:FastEthernet1/0, lakettcharles:FastEthernet0/1>
<lagrange:FastEthernet0/0, lagrangeidh43:FastEthernet0/1>
<lagrange:FastEthernet0/1, newnah:FastEthernet0/0>
<lagrangeidh43:FastEthernet0/0, albany:FastEthernet0/0>
<lagrangeidh43:FastEthernet0/1, lagrange:FastEthernet0/0>
<lagrangeidh43:FastEthernet1/0, opelika:FastEthernet0/1>
<lakettcharles:FastEthernet0/0, beaumont:FastEthernet0/1>
<lakettcharles:FastEthernet0/1, lafayette:FastEthernet1/0>
<lakettcity:FastEthernet0/0, gainesville:FastEthernet0/0>
<lakettcity:FastEthernet0/1, jacksonville:FastEthernet0/1>
<lakettcity:FastEthernet1/0, nodeidh86:FastEthernet0/0>
<lakettcity:FastEthernet1/1, tallahassee:FastEthernet1/1>
<lakettcity:FastEthernet2/0, valdosta:FastEthernet0/0>
<lausanne:FastEthernet0/0, nodeidg73:FastEthernet1/1>
<lausanne:FastEthernet0/1, nyon:FastEthernet0/1>
<leipzig:FastEthernet0/0, dresden:FastEthernet0/1>
<leipzig:FastEthernet0/1, nuremberg:FastEthernet0/0>
<leuven:FastEthernet0/0, brussels:FastEthernet3/0>
<lexington:FastEthernet0/0, charlotte:FastEthernet1/1>
<lexington:FastEthernet0/1, greensboro:FastEthernet0/1>
<lexington:FastEthernet1/0, hickory:FastEthernet0/1>
<lexington:FastEthernet1/1, winstondashsalem:FastEthernet1/1>
<liege:FastEthernet0/0, brussels:FastEthernet3/1>
<lille:FastEthernet0/0, ghent:FastEthernet0/1>
<lille:FastEthernet0/1, nodeidg62:FastEthernet0/0>
<lille:FastEthernet1/0, paris:FastEthernet0/0>
<linz:FastEthernet0/0, salzburg:FastEthernet0/1>
<linz:FastEthernet0/1, stttpollen:FastEthernet0/0>
<linz:FastEthernet1/0, tampa:FastEthernet0/0>
<linz:FastEthernet1/1, vienna:FastEthernet1/1>
<linz:FastEthernet2/0, peerlinz0:FastEthernet0/0>
<lisbon:FastEthernet0/0, madrid:FastEthernet0/1>
<lisbon:FastEthernet0/1, porto:FastEthernet0/0>
<lisbon:FastEthernet1/0, sintra:FastEthernet0/0>
<littlettrock:FastEthernet0/0, memphis:FastEthernet1/0>
<littlettrock:FastEthernet0/1, pinettbluff:FastEthernet0/1>
<livorno:FastEthernet0/0, milan:FastEthernet2/1>
<london:FastEthernet0/0, boston:FastEthernet0/1>
<london:FastEthernet0/1, brussels:FastEthernet4/0>
<london:FastEthernet1/0, dublin:FastEthernet0/1>
<london:FastEthernet1/1, manchester:FastEthernet0/1>
<london:FastEthernet2/0, newttyork:FastEthernet0/0>
<london:FastEthernet2/1, newark:FastEthernet0/0>
<london:FastEthernet3/0, nodeidg62:FastEthernet0/1>
<london:FastEthernet3/1, reading:FastEthernet0/1>
<lucerne:FastEthernet0/0, lugano:FastEthernet0/1>
<lucerne:FastEthernet0/1, zug:FastEthernet0/0>
<lugano:FastEthernet0/0, chiasso:FastEthernet0/1>
<lugano:FastEthernet0/1, lucerne:FastEthernet0/0>
<luxembourg:FastEthernet0/0, brussels:FastEthernet4/1>
<lyon:FastEthernet0/0, dijon:FastEthernet0/0>
<lyon:FastEthernet0/1, geneve:FastEthernet0/0>
<lyon:FastEthernet1/0, grenoble:FastEthernet0/0>
<lyon:FastEthernet1/1, marseille:FastEthernet0/0>
<lyon:FastEthernet2/0, paris:FastEthernet0/1>
<macon:FastEthernet0/0, atlanta:FastEthernet2/0>
<macon:FastEthernet0/1, valdosta:FastEthernet0/1>
<madrid:FastEthernet0/0, bordeaux:FastEthernet0/0>
<madrid:FastEthernet0/1, lisbon:FastEthernet0/0>
<madrid:FastEthernet1/0, valencia:FastEthernet0/1>
<magdemburg:FastEthernet0/0, nodeidg60:FastEthernet1/0>
<malmo:FastEthernet0/0, copenhagen:FastEthernet1/1>
<manchester:FastEthernet0/0, birmingham:FastEthernet0/1>
<manchester:FastEthernet0/1, london:FastEthernet1/1>
<mannheim:FastEthernet0/0, frankfurt:FastEthernet0/1>
<mannheim:FastEthernet0/1, karlsruhe:FastEthernet0/0>
<marseille:FastEthernet0/0, lyon:FastEthernet1/1>
<marseille:FastEthernet0/1, montpellier:FastEthernet0/0>
<marseille:FastEthernet1/0, nice:FastEthernet0/0>
<marseille:FastEthernet1/1, turin:FastEthernet0/1>
<melbourne:FastEthernet0/0, cocoattbeach:FastEthernet0/1>
<melbourne:FastEthernet0/1, verottbeach:FastEthernet0/0>
<memphis:FastEthernet0/0, jackson:FastEthernet0/0>
<memphis:FastEthernet0/1, jacksonidh91:FastEthernet0/0>
<memphis:FastEthernet1/0, littlettrock:FastEthernet0/0>
<meridian:FastEthernet0/0, hattiesburg:FastEthernet0/1>
<meridian:FastEthernet0/1, jackson:FastEthernet0/1>
<meridian:FastEthernet1/0, tuscaloosa:FastEthernet0/1>
<miami:FastEthernet0/0, fortttlauderdale:FastEthernet0/1>
<miami:FastEthernet0/1, ftttmyers:FastEthernet0/0>
<miami:FastEthernet1/0, hollywood:FastEthernet0/1>
<miami:FastEthernet1/1, tampa:FastEthernet0/1>
<milan:FastEthernet0/0, bergamo:FastEthernet0/1>
<milan:FastEthernet0/1, biella:FastEthernet0/0>
<milan:FastEthernet1/0, borgomanero:FastEthernet0/0>
<milan:FastEthernet1/1, como:FastEthernet0/1>
<milan:FastEthernet2/0, genova:FastEthernet0/1>
<milan:FastEthernet2/1, livorno:FastEthernet0/0>
<milan:FastEthernet3/0, monza:FastEthernet0/0>
<milan:FastEthernet3/1, novara:FastEthernet0/0>
<milan:FastEthernet4/0, parma:FastEthernet0/0>
<milan:FastEthernet4/1, piacenza:FastEthernet0/0>
<milan:FastEthernet5/0, reggiottemilia:FastEthernet0/0>
<milan:FastEthernet5/1, rimini:FastEthernet0/0>
<milan:FastEthernet6/0, trento:FastEthernet0/0>
<milan:FastEthernet6/1, treviso:FastEthernet0/0>
<milan:FastEthernet7/0, trieste:FastEthernet0/0>
<milan:FastEthernet7/1, turin:FastEthernet1/0>
<milan:FastEthernet8/0, varese:FastEthernet0/0>
<milan:FastEthernet8/1, vicenza:FastEthernet0/0>
<mobile:FastEthernet0/0, gulfport:FastEthernet0/1>
<mobile:FastEthernet0/1, montgomery:FastEthernet1/0>
<mobile:FastEthernet1/0, pensacola:FastEthernet0/1>
<modena:FastEthernet0/0, bologna:FastEthernet0/1>
<modena:FastEthernet0/1, reggiottemilia:FastEthernet0/1>
<monroe:FastEthernet0/0, shreveport:FastEthernet0/1>
<monroe:FastEthernet0/1, vicksburg:FastEthernet0/1>
<mons:FastEthernet0/0, brussels:FastEthernet5/0>
<montgomery:FastEthernet0/0, birminghamidh54:FastEthernet1/0>
<montgomery:FastEthernet0/1, dothan:FastEthernet0/0>
<montgomery:FastEthernet1/0, mobile:FastEthernet0/1>
<montgomery:FastEthernet1/1, nodeidh111:FastEthernet1/0>
<montpellier:FastEthernet0/0, marseille:FastEthernet0/1>
<montpellier:FastEthernet0/1, nodeidg79:FastEthernet0/1>
<monza:FastEthernet0/0, milan:FastEthernet3/0>
<munich:FastEthernet0/0, erding:FastEthernet0/0>
<munich:FastEthernet0/1, nuremberg:FastEthernet0/1>
<munich:FastEthernet1/0, stuttgart:FastEthernet1/1>
<munich:FastEthernet1/1, vienna:FastEthernet2/0>
<myrtlettbeach:FastEthernet0/0, charleston:FastEthernet0/0>
<myrtlettbeach:FastEthernet0/1, florence:FastEthernet0/1>
<myrtlettbeach:FastEthernet1/0, nodeidh103:FastEthernet0/1>
<myrtlettbeach:FastEthernet1/1, wilmington:FastEthernet1/0>
<nantes:FastEthernet0/0, bordeaux:FastEthernet0/1>
<nantes:FastEthernet0/1, rennes:FastEthernet0/0>
<napoli:FastEthernet0/0, rome:FastEthernet2/1>
<nashville:FastEthernet0/0, chattanooga:FastEthernet0/1>
<nashville:FastEthernet0/1, huntsville:FastEthernet1/0>
<nashville:FastEthernet1/0, jacksonidh91:FastEthernet0/1>
<nashville:FastEthernet1/1, knoxville:FastEthernet0/0>
<neuss:FastEthernet0/0, dusseldorf:FastEthernet1/1>
<newark:FastEthernet0/0, london:FastEthernet2/1>
<newark:FastEthernet0/1, newttyork:FastEthernet0/1>
<newark:FastEthernet1/0, paris:FastEthernet1/0>
<newarkidh38:FastEthernet0/0, newttyorkidh39:FastEthernet0/0>
<newarkidh38:FastEthernet0/1, philadelphia:FastEthernet0/0>
<newnah:FastEthernet0/0, lagrange:FastEthernet0/1>
<newnah:FastEthernet0/1, nodeidh84:FastEthernet1/0>
<newttorleans:FastEthernet0/0, batonttrouge:FastEthernet0/1>
<newttorleans:FastEthernet0/1, gulfport:FastEthernet1/0>
<newttorleans:FastEthernet1/0, jackson:FastEthernet1/0>
<newttyork:FastEthernet0/0, london:FastEthernet2/0>
<newttyork:FastEthernet0/1, newark:FastEthernet0/1>
<newttyorkidh39:FastEthernet0/0, newarkidh38:FastEthernet0/0>
<nice:FastEthernet0/0, marseille:FastEthernet1/0>
<nodeidg60:FastEthernet0/0, berlin:FastEthernet0/1>
<nodeidg60:FastEthernet0/1, hannover:FastEthernet0/1>
<nodeidg60:FastEthernet1/0, magdemburg:FastEthernet0/0>
<nodeidg62:FastEthernet0/0, lille:FastEthernet0/1>
<nodeidg62:FastEthernet0/1, london:FastEthernet3/0>
<nodeidg62:FastEthernet1/0, ostend:FastEthernet0/1>
<nodeidg73:FastEthernet0/0, basel:FastEthernet0/0>
<nodeidg73:FastEthernet0/1, bern:FastEthernet0/0>
<nodeidg73:FastEthernet1/0, bielbienne:FastEthernet0/0>
<nodeidg73:FastEthernet1/1, lausanne:FastEthernet0/0>
<nodeidg79:FastEthernet0/0, barcelona:FastEthernet0/0>
